Players,Adjust factor,Games,Liberal wins,Fascist wins,HC wins,HS wins,L Policies,F Policies,Total Policies,Average Anarchies,FCC,HCC,LCPC,HCPC,HCCC,HV
7,1.0,1000,235,765,313,33,2931,4943,7874,1.217,1,1,1,0,0,1
7,1.0,1000,286,714,203,28,3205,4923,8128,2.027,1,1,1,0,1,0
7,1.0,1000,360,640,273,49,3466,4682,8148,1.035,1,1,1,0,1,1
7,1.0,1000,335,665,157,24,3172,4863,8035,2.397,1,1,1,1,0,0
7,1.0,1000,392,608,243,52,3440,4656,8096,1.136,1,1,1,1,0,1
7,1.0,1000,483,517,158,42,3722,4279,8001,1.55,1,1,1,1,1,0
7,1.0,1000,511,489,216,38,3892,4140,8032,0.871,1,1,1,1,1,1
7,1.0,1000,204,796,119,13,3087,5375,8462,1.625,2,0,0,0,0,0
7,1.0,1000,246,754,138,18,3233,5226,8459,0.884,2,0,0,0,0,1
7,1.0,1000,258,742,131,15,3364,5175,8539,1.392,2,0,0,0,1,0
7,1.0,1000,336,664,143,24,3562,5004,8566,0.644,2,0,0,0,1,1
7,1.0,1000,241,759,127,13,3257,5250,8507,1.597,2,0,0,1,0,0
7,1.0,1000,313,687,144,18,3466,5043,8509,0.8,2,0,0,1,0,1
7,1.0,1000,352,648,148,18,3639,4859,8498,1.073,2,0,0,1,1,0
7,1.0,1000,393,607,142,28,3730,4821,8551,0.574,2,0,0,1,1,1
7,1.0,1000,135,865,92,6,2580,5524,8104,2.13,2,0,1,0,0,0
7,1.0,1000,182,818,138,11,2779,5369,8148,1.099,2,0,1,0,0,1
7,1.0,1000,220,780,124,17,3024,5252,8276,1.578,2,0,1,0,1,0
7,1.0,1000,260,740,128,24,3193,5191,8384,0.892,2,0,1,0,1,1
7,1.0,1000,180,820,121,4,2757,5368,8125,1.854,2,0,1,1,0,0
7,1.0,1000,198,802,136,11,2900,5342,8242,1.098,2,0,1,1,0,1
7,1.0,1000,297,703,140,19,3298,4991,8289,1.35,2,0,1,1,1,0
7,1.0,1000,352,648,123,23,3502,4908,8410,0.777,2,0,1,1,1,1
7,1.0,1000,131,869,163,8,2857,5467,8324,1.555,2,1,0,0,0,0
7,1.0,1000,149,851,262,16,3010,5300,8310,0.741,2,1,0,0,0,1
7,1.0,1000,194,806,188,9,3175,5233,8408,1.195,2,1,0,0,1,0
7,1.0,1000,193,807,278,14,3287,5145,8432,0.605,2,1,0,0,1,1
7,1.0,1000,249,751,190,7,3383,5107,8490,1.272,2,1,0,1,0,0
7,1.0,1000,303,697,227,20,3515,4958,8473,0.657,2,1,0,1,0,1
7,1.0,1000,361,639,200,3,3695,4628,8323,0.941,2,1,0,1,1,0
7,1.0,1000,425,575,256,12,3898,4439,8337,0.47,2,1,0,1,1,1
7,1.0,1000,75,925,134,6,2410,5646,8056,2.029,2,1,1,0,0,0
7,1.0,1000,101,899,193,7,2531,5492,8023,1.151,2,1,1,0,0,1
7,1.0,1000,157,843,179,7,2869,5329,8198,1.577,2,1,1,0,1,0
7,1.0,1000,198,802,229,14,3063,5176,8239,0.808,2,1,1,0,1,1
7,1.0,1000,139,861,142,7,2798,5438,8236,1.837,2,1,1,1,0,0
7,1.0,1000,245,755,208,15,3082,5102,8184,0.905,2,1,1,1,0,1
7,1.0,1000,336,664,169,6,3463,4807,8270,1.135,2,1,1,1,1,0
7,1.0,1000,374,626,198,9,3604,4610,8214,0.662,2,1,1,1,1,1
8,1.0,1000,650,350,130,29,4201,4022,8223,0.859,0,0,0,0,0,0
8,1.0,1000,631,369,197,40,4122,4075,8197,0.571,0,0,0,0,0,1
8,1.0,1000,711,289,119,45,4390,3838,8228,0.658,0,0,0,0,1,0
8,1.0,1000,720,280,134,47,4406,3777,8183,0.366,0,0,0,0,1,1
8,1.0,1000,673,327,117,41,4286,3940,8226,0.815,0,0,0,1,0,0
8,1.0,1000,693,307,135,51,4288,3931,8219,0.532,0,0,0,1,0,1
8,1.0,1000,752,248,113,45,4494,3523,8017,0.466,0,0,0,1,1,0
8,1.0,1000,767,233,92,45,4499,3619,8118,0.353,0,0,0,1,1,1
8,1.0,1000,593,407,110,19,3918,4161,8079,1.117,0,0,1,0,0,0
8,1.0,1000,611,389,143,35,3931,4184,8115,0.756,0,0,1,0,0,1
8,1.0,1000,677,323,106,65,4173,3958,8131,0.835,0,0,1,0,1,0
8,1.0,1000,705,295,112,67,4234,3897,8131,0.53,0,0,1,0,1,1
8,1.0,1000,601,399,105,33,3954,4137,8091,1.159,0,0,1,1,0,0
8,1.0,1000,612,388,154,39,3963,4173,8136,0.73,0,0,1,1,0,1
8,1.0,1000,720,280,101,57,4294,3744,8038,0.724,0,0,1,1,1,0
8,1.0,1000,759,241,90,46,4420,3669,8089,0.452,0,0,1,1,1,1
8,1.0,1000,413,587,272,29,3829,4533,8362,0.769,0,1,0,0,0,0
8,1.0,1000,392,608,331,42,3707,4539,8246,0.469,0,1,0,0,0,1
8,1.0,1000,526,474,276,30,4138,4108,8246,0.516,0,1,0,0,1,0
8,1.0,1000,547,453,253,53,4086,4183,8269,0.343,0,1,0,0,1,1
8,1.0,1000,630,370,169,44,4256,4006,8262,0.609,0,1,0,1,0,0
8,1.0,1000,645,355,216,47,4286,3924,8210,0.379,0,1,0,1,0,1
8,1.0,1000,742,258,130,32,4499,3496,7995,0.345,0,1,0,1,1,0
8,1.0,1000,729,271,173,35,4491,3545,8036,0.224,0,1,0,1,1,1
8,1.0,1000,354,646,255,27,3505,4705,8210,1.124,0,1,1,0,0,0
8,1.0,1000,355,645,333,27,3441,4639,8080,0.651,0,1,1,0,0,1
8,1.0,1000,486,514,213,37,3874,4320,8194,0.77,0,1,1,0,1,0
8,1.0,1000,497,503,277,52,3850,4260,8110,0.448,0,1,1,0,1,1
8,1.0,1000,549,451,186,38,3909,4177,8086,0.934,0,1,1,1,0,0
8,1.0,1000,535,465,234,54,3854,4224,8078,0.543,0,1,1,1,0,1
8,1.0,1000,661,339,146,30,4254,3759,8013,0.643,0,1,1,1,1,0
8,1.0,1000,693,307,167,54,4326,3654,7980,0.328,0,1,1,1,1,1
8,1.0,1000,637,363,132,37,4171,4052,8223,0.96,1,0,0,0,0,0
8,1.0,1000,660,340,159,52,4191,4001,8192,0.532,1,0,0,0,0,1
