Players,Adjust factor,Games,Liberal wins,Fascist wins,HC wins,HS wins,L Policies,F Policies,Total Policies,Average Anarchies,FCC,HCC,LCPC,HCPC,HCCC,HV
10,1.0,1000,462,538,66,15,4016,4898,8914,0.3,1,0,0,0,1,1
10,1.0,1000,439,561,56,9,3930,4877,8807,0.55,1,0,0,1,0,0
10,1.0,1000,461,539,66,8,3972,4800,8772,0.297,1,0,0,1,0,1
10,1.0,1000,490,510,59,11,4116,4682,8798,0.398,1,0,0,1,1,0
10,1.0,1000,547,453,57,8,4234,4574,8808,0.278,1,0,0,1,1,1
10,1.0,1000,305,695,50,5,3364,5182,8546,0.768,1,0,1,0,0,0
10,1.0,1000,347,653,69,5,3470,5118,8588,0.521,1,0,1,0,0,1
10,1.0,1000,380,620,61,11,3739,4973,8712,0.591,1,0,1,0,1,0
10,1.0,1000,395,605,71,16,3728,4963,8691,0.401,1,0,1,0,1,1
10,1.0,1000,318,682,70,12,3398,5182,8580,0.701,1,0,1,1,0,0
10,1.0,1000,356,644,70,12,3541,5061,8602,0.482,1,0,1,1,0,1
10,1.0,1000,421,579,86,14,3733,4748,8481,0.578,1,0,1,1,1,0
10,1.0,1000,413,587,81,9,3833,4803,8636,0.334,1,0,1,1,1,1
10,1.0,1000,266,734,167,8,3516,5129,8645,0.437,1,1,0,0,0,0
10,1.0,1000,281,719,185,7,3623,5103,8726,0.24,1,1,0,0,0,1
10,1.0,1000,322,678,184,4,3724,4913,8637,0.351,1,1,0,0,1,0
10,1.0,1000,350,650,194,14,3754,4917,8671,0.216,1,1,0,0,1,1
10,1.0,1000,492,508,145,24,4019,4582,8601,0.325,1,1,0,1,0,0
10,1.0,1000,483,517,153,22,4065,4623,8688,0.166,1,1,0,1,0,1
10,1.0,1000,527,473,185,16,4200,4293,8493,0.223,1,1,0,1,1,0
10,1.0,1000,495,505,179,9,4130,4464,8594,0.126,1,1,0,1,1,1
10,1.0,1000,191,809,193,11,3045,5270,8315,0.607,1,1,1,0,0,0
10,1.0,1000,214,786,199,7,3098,5223,8321,0.355,1,1,1,0,0,1
10,1.0,1000,272,728,202,8,3390,5005,8395,0.421,1,1,1,0,1,0
10,1.0,1000,285,715,195,10,3474,5008,8482,0.308,1,1,1,0,1,1
10,1.0,1000,326,674,182,19,3424,4886,8310,0.519,1,1,1,1,0,0
10,1.0,1000,378,622,189,23,3553,4831,8384,0.302,1,1,1,1,0,1
10,1.0,1000,482,518,161,11,3924,4417,8341,0.347,1,1,1,1,1,0
10,1.0,1000,487,513,191,10,3990,4444,8434,0.205,1,1,1,1,1,1
10,1.0,1000,459,541,41,18,3892,4872,8764,0.561,2,0,0,0,0,0
10,1.0,1000,496,504,53,9,4020,4833,8853,0.317,2,0,0,0,0,1
10,1.0,1000,506,494,65,12,4052,4704,8756,0.405,2,0,0,0,1,0
10,1.0,1000,528,472,71,12,4134,4715,8849,0.245,2,0,0,0,1,1
10,1.0,1000,499,501,52,17,4011,4796,8807,0.504,2,0,0,1,0,0
10,1.0,1000,510,490,59,9,4054,4738,8792,0.281,2,0,0,1,0,1
10,1.0,1000,555,445,61,15,4177,4512,8689,0.386,2,0,0,1,1,0
10,1.0,1000,559,441,52,8,4237,4546,8783,0.186,2,0,0,1,1,1
10,1.0,1000,381,619,53,8,3484,4998,8482,0.732,2,0,1,0,0,0
10,1.0,1000,395,605,68,11,3572,4992,8564,0.393,2,0,1,0,0,1
10,1.0,1000,463,537,64,21,3799,4792,8591,0.566,2,0,1,0,1,0
10,1.0,1000,452,548,83,16,3832,4870,8702,0.353,2,0,1,0,1,1
10,1.0,1000,397,603,62,12,3541,4940,8481,0.674,2,0,1,1,0,0
10,1.0,1000,438,562,65,11,3677,4921,8598,0.418,2,0,1,1,0,1
10,1.0,1000,484,516,83,8,3887,4627,8514,0.47,2,0,1,1,1,0
10,1.0,1000,486,514,101,17,3905,4644,8549,0.301,2,0,1,1,1,1
10,1.0,1000,322,678,183,16,3610,4988,8598,0.386,2,1,0,0,0,0
10,1.0,1000,326,674,198,10,3637,5003,8640,0.177,2,1,0,0,0,1
10,1.0,1000,397,603,179,7,3818,4757,8575,0.325,2,1,0,0,1,0
10,1.0,1000,359,641,214,12,3749,4833,8582,0.135,2,1,0,0,1,1
10,1.0,1000,484,516,164,23,3987,4542,8529,0.305,2,1,0,1,0,0
10,1.0,1000,498,502,184,19,4072,4551,8623,0.166,2,1,0,1,0,1
10,1.0,1000,579,421,169,13,4241,4198,8439,0.204,2,1,0,1,1,0
10,1.0,1000,578,422,192,10,4272,4209,8481,0.099,2,1,0,1,1,1
10,1.0,1000,279,721,164,14,3190,5127,8317,0.566,2,1,1,0,0,0
10,1.0,1000,252,748,208,11,3256,5131,8387,0.275,2,1,1,0,0,1
10,1.0,1000,337,663,178,14,3521,4896,8417,0.428,2,1,1,0,1,0
10,1.0,1000,341,659,219,5,3605,4902,8507,0.228,2,1,1,0,1,1
10,1.0,1000,409,591,160,25,3607,4743,8350,0.453,2,1,1,1,0,0
10,1.0,1000,388,612,210,20,3603,4809,8412,0.244,2,1,1,1,0,1
10,1.0,1000,518,482,176,8,3992,4313,8305,0.319,2,1,1,1,1,0
10,1.0,1000,510,490,199,11,4019,4410,8429,0.187,2,1,1,1,1,1
